"Subject","Group","Condition","VideoTrial","VideoName","PathPrime","MannerPrime","PathPrimeV","MannerPrimeV","Target_Ground","Target_Object","Target"
"25","L2","Control",16,"prt_rourue","El borracho cruza una avenida con una botella.","El borracho rueda una botella por una avenida.","cruza","rueda","street","cartwheel","Popi ha cruzado la calle con una rueda"
"25","L2","Control",17,"pgd_valnei","El chico baja una pendiente con una piedra.","El chico empuja una piedra por una pendiente.","baja","empuja","snowyhill","suitcase","Popi ha empujado una maleta bajando la cuesta"
"25","L2","Control",18,"tgm_sactoi","El explorador sube un desnivel con un trineo.","El explorador arrastra un trineo por un desnivel.","sube","arrastra","roof","sack","Popi ha subido por el tejado con un saco"
"25","L2","Control",19,"prt_rourou","El mozo cruza una plaza con una esfera.","El mozo rueda una esfera por una plaza.","cruza","rueda","road","cartwheel","Popi ha cruzado la calle con una rueda"
"25","L2","Control",20,"pge_tabgro","El empleado entra en un almacén con un armario.","El empleado empuja un armario por un almacén.","entra en","empuja","cave","table","Popi ha empujado una mesa al entrar de una cueva"
"25","L2","Control",21,"tgm_sacdun","La hormiga sube una roca con una hoja.","La hormiga arrastra una hoja por una roca.","sube","arrastra","dune","sack","Popi ha subido por una cuesta llevando un saco"
"25","L2","Control",22,"pgd_valcol","El hombre baja una rampa con un sofá.","El hombre empuja un sofá por una rampa.","baja","empuja","hill","suitcase","Popi ha empujado una maleta al bajar por una cuesta"
"25","L2","Control",23,"trm_voidun","La pasajera sube una pasarela con un bolso con ruedas.","La pasajera tira de un bolso con ruedas por una pasarela.","sube","tira de","dune","toy_car","Popi ha subido por una cuesta con un coche"
"25","L2","Control",24,"tgd_malnei","El obrero baja unas gradas con un tablón.","El obrero arrastra un tablón por unas gradas.","baja","arrastra","snowyhill","trunk","Popi ha bajado por una cuesta llevando algo consigo"
"25","L2","Control",25,"tre_cadmai","El nene entra en una escuela con un triciclo.","El nene tira de un triciclo por una escuela.","entra en","tira de","house","shopping_trolley","Popi ha entrado en un granero con un carrito"
"25","L2","Control",26,"prd_balcol","La niña baja una cuesta con un plato.","La niña rueda un plato por una cuesta.","baja","rueda","hill","balloon","Popi ha bajado por una cuesta con una pelota"
"25","L2","Control",27,"pgt_panrou","El niño cruza una habitación con una papelera.","El niño empuja una papelera por una habitación.","cruza","empuja","road","basket","Popi ha empujado una cesta llena de manzanas"
"25","L2","Control",28,"trd_bronei","El muchacho baja un cerro con una moto.","El muchacho tira de una moto por un cerro.","baja","tira de","snowyhill","wheelbarrow","Popi ha bajado por la cuesta con un carrito detrás suyo"
"25","L2","Control",29,"pre_pnemai","La chiquilla entra en un aula con un hula hoop.","La chiquilla rueda un hula hoop por un aula.","entra en","rueda","house","tire","Popi ha entrado en un granero con una rueda"
"25","L2","Control",30,"pgm_paqdun","El señor sube unos escalones con una televisión.","El señor empuja una televisión por unos escalones.","sube","empuja","dune","package","Popi ha subido un regalo grande por una cuesta"
"25","L2","Control",31,"tge_chagro","La mujer entra en un vestíbulo con una cómoda.","La mujer arrastra una cómoda por un vestíbulo.","entra en","arrastra","cave","chair","Popi se ha llevado una silla al entrar en una cueva"
"25","L2","Control",32,"pgd_valcol","El hombre baja una rampa con un sofá.","El hombre empuja un sofá por una rampa.","baja","empuja","hill","suitcase","Popi ha empujado una maleta por una cuesta para abajo"
"26","L2","Manner",1,"tgd_malnei","El obrero baja unas gradas con un tablón.","El obrero arrastra un tablón por unas gradas.","baja","arrastra","snowyhill","trunk","Popi va con una paquete"
"26","L2","Manner",2,"trm_voitoi","La labradora sube un collado con un carro.","La labradora tira de un carro por un collado.","sube","tira de","roof","toy_car","Popi va con un juguete "
"26","L2","Manner",3,"tgd_malcol","El conserje baja una escalinata con un colchón.","El conserje arrastra un colchón por una escalinata.","baja","arrastra","hill","trunk","Popi va con un paquete de un colina"
"26","L2","Manner",4,"tre_cadmai","El nene entra en una escuela con un triciclo.","El nene tira de un triciclo por una escuela.","entra en","tira de","house","shopping_trolley","Popi va con una carreta en una casa"
"26","L2","Manner",5,"prm_boudun","El escarabajo sube un montículo con una pelota.","El escarabajo rueda una pelota por un montículo.","sube","rueda","dune","swimming_ring","Popi va con un rueda de baño arriba de una duna"
"26","L2","Manner",6,"pge_tabgro","El empleado entra en un almacén con un armario.","El empleado empuja un armario por un almacén.","entra en","empuja","cave","table","Popi empuja una mesa en una cueva"
"26","L2","Manner",7,"trd_bronei","El muchacho baja un cerro con una moto.","El muchacho tira de una moto por un cerro.","baja","tira de","snowyhill","wheelbarrow","Popi va con un barre de una colina de nieve"
"26","L2","Manner",8,"pre_pnemai","La chiquilla entra en un aula con un hula hoop.","La chiquilla rueda un hula hoop por un aula.","entra en","rueda","house","tire","Popi va con una rueda de un tractor para entrar una casa"
"26","L2","Manner",9,"trt_pourue","El joven cruza una vía con un monopatín.","El joven tira de un monopatín por una vía.","cruza","tira de","street","stroller","Popi tira un vagón de bebé"
"26","L2","Manner",10,"tge_chamai","El vendedor entra en un local con una lámpara.","El vendedor arrastra una lámpara por un local.","entra en","arrastra","house","chair","Popi va con una silla en una casa"
"26","L2","Manner",11,"pgm_paqdun","El señor sube unos escalones con una televisión.","El señor empuja una televisión por unos escalones.","sube","empuja","dune","package","Popi empuja un paquete sobre un duno"
"26","L2","Manner",12,"prd_balcol","La niña baja una cuesta con un plato.","La niña rueda un plato por una cuesta.","baja","rueda","hill","balloon","Popi empuja un balón de una cuesta"
"26","L2","Manner",13,"tgm_sacdun","La hormiga sube una roca con una hoja.","La hormiga arrastra una hoja por una roca.","sube","arrastra","dune","sack","Popi arrastra una bolsa arriba de una duna"
"26","L2","Manner",14,"pre_pnegro","La joven entra en un gimnasio con un aro.","La joven rueda un aro por un gimnasio.","entra en","rueda","cave","tire","Popi empuja una rueda entre una cueva"
"26","L2","Manner",15,"pgm_paqtoi","La moza sube un repecho con un sillón.","La moza empuja un sillón por un repecho.","sube","empuja","roof","package","Popi empuja un paquete arriba de un techo"
"26","L2","Manner",16,"prt_rourou","El mozo cruza una plaza con una esfera.","El mozo rueda una esfera por una plaza.","cruza","rueda","road","cartwheel","Popi empuja una rueda sobre una carretera"
"26","L2","Manner",17,"trd_brocol","La muchacha baja una costana con una bicicleta.","La muchacha tira de una bicicleta por una costana.","baja","tira de","hill","wheelbarrow","Popi tira una vagón arriba de una cuenta"
"26","L2","Manner",18,"prm_boutoi","El leñador sube una loma con un tronco.","El leñador rueda un tronco por una loma.","sube","rueda","roof","swimming_ring","Popi empuja una rueda arriba de un techo"
"26","L2","Manner",19,"trt_pourou","El labrador cruza un puente con una carreta.","El labrador tira de una carreta por un puente.","cruza","tira de","road","stroller","Popi tira un vagón de bebé sobre una calle "
"26","L2","Manner",20,"pgd_valcol","El hombre baja una rampa con un sofá.","El hombre empuja un sofá por una rampa.","baja","empuja","hill","suitcase","Popi empuja una maleta de una cuesta"
"26","L2","Manner",21,"tgt_cherue","El campesino cruza una parcela con un palo.","El campesino arrastra un palo por una parcela.","cruza","arrastra","street","rocking_horse","Popi tira un caballo de juego sobre una calle"
"26","L2","Manner",22,"prd_balnei","El camarero baja unos peldaños con un barril.","El camarero rueda un barril por unos peldaños.","baja","rueda","snowyhill","balloon","Popi empuja un balón de nieve"
"26","L2","Manner",23,"trm_voidun","La pasajera sube una pasarela con un bolso con ruedas.","La pasajera tira de un bolso con ruedas por una pasarela.","sube","tira de","dune","toy_car","Popi tira un coche de juego acuesta de una duna"
"26","L2","Manner",24,"pgt_panrue","El bombero cruza un pasillo con un piano.","El bombero empuja un piano por un pasillo.","cruza","empuja","street","basket","Popi empuja un sac de fruta sobre un calle"
"26","L2","Manner",25,"tge_chagro","La mujer entra en un vestíbulo con una cómoda.","La mujer arrastra una cómoda por un vestíbulo.","entra en","arrastra","cave","chair","Popi tira un sillón entre de la cueva"
"26","L2","Manner",26,"pgd_valnei","El chico baja una pendiente con una piedra.","El chico empuja una piedra por una pendiente.","baja","empuja","snowyhill","suitcase","Popi empuja una maleta arriba de una cuenta de nieve"
"26","L2","Manner",27,"tre_cadgro","El chiquillo entra en un jardín con un patinete.","El chiquillo tira de un patinete por un jardín.","entra en","tira de","cave","shopping_trolley","Popi tira una carreta de compra entre una cueva"
"26","L2","Manner",28,"pgt_panrou","El niño cruza una habitación con una papelera.","El niño empuja una papelera por una habitación.","cruza","empuja","road","basket","Popi empuja un sac de fruta por la calle"
"26","L2","Manner",29,"tgm_sactoi","El explorador sube un desnivel con un trineo.","El explorador arrastra un trineo por un desnivel.","sube","arrastra","roof","sack","Popi tira una bolsa por una tecla"
"26","L2","Manner",30,"prt_rourue","El borracho cruza una avenida con una botella.","El borracho rueda una botella por una avenida.","cruza","rueda","street","cartwheel","Popi rueda una rueda por una calle"
"26","L2","Manner",31,"pge_tabmai","El informático entra en un cuarto con un ordenador.","El informático empuja un ordenador por un cuarto.","entra en","empuja","house","table","Popi empuja una mesa por una garden"
"26","L2","Manner",32,"prm_boutoi","El leñador sube una loma con un tronco.","El leñador rueda un tronco por una loma.","sube","rueda","roof","swimming_ring","Popi empuja una rueda por un tejo"
"27","L2","Control",1,"tge_chamai","El vendedor entra en un local con una lámpara.","El vendedor arrastra una lámpara por un local.","entra en","arrastra","house","chair","Popi entra al granero llevando una silla verde"
"27","L2","Control",2,"trd_brocol","La muchacha baja una costana con una bicicleta.","La muchacha tira de una bicicleta por una costana.","baja","tira de","hill","wheelbarrow","Popi baja la cuesta del cerro con una carretilla naranja"
"27","L2","Control",3,"prt_rourue","El borracho cruza una avenida con una botella.","El borracho rueda una botella por una avenida.","cruza","rueda","street","cartwheel","Popi cruza la calle rodando una rueda azul y violeta"
"27","L2","Control",4,"trd_bronei","El muchacho baja un cerro con una moto.","El muchacho tira de una moto por un cerro.","baja","tira de","snowyhill","wheelbarrow","Popi baja la cuesta nevada con su carretilla naranja"
"27","L2","Control",5,"pre_pnegro","La joven entra en un gimnasio con un aro.","La joven rueda un aro por un gimnasio.","entra en","rueda","cave","tire","Popi lleva una rueda de auto rodándolo y entrándolo a la cueva"
"27","L2","Control",6,"pgm_paqtoi","La moza sube un repecho con un sillón.","La moza empuja un sillón por un repecho.","sube","empuja","roof","package","Popi sube un paquete grande sobre el techo de una casa al pina"
"27","L2","Control",7,"prd_balcol","La niña baja una cuesta con un plato.","La niña rueda un plato por una cuesta.","baja","rueda","hill","balloon","Popi baja una colina llevando una pelota inflable de muchos colores"
"27","L2","Control",8,"tge_chagro","La mujer entra en un vestíbulo con una cómoda.","La mujer arrastra una cómoda por un vestíbulo.","entra en","arrastra","cave","chair","Popi va llevando una silla y lo entra a la cueva"
"27","L2","Control",9,"pgt_panrou","El niño cruza una habitación con una papelera.","El niño empuja una papelera por una habitación.","cruza","empuja","road","basket","Popi tiene una canasta grande llena de manzanas y cruza la calle con ella"
"27","L2","Control",10,"tre_cadgro","El chiquillo entra en un jardín con un patinete.","El chiquillo tira de un patinete por un jardín.","entra en","tira de","cave","shopping_trolley","Popi tiene un carrito de compras verde y lo entra a la cueva"
"27","L2","Control",11,"prm_boudun","El escarabajo sube un montículo con una pelota.","El escarabajo rueda una pelota por un montículo.","sube","rueda","dune","swimming_ring","Popi está en la playa y sube una duna con su cosa inflable"
"27","L2","Control",12,"tgt_cherou","La anciana cruza una sala con una alfombra.","La anciana arrastra una alfombra por una sala.","cruza","arrastra","road","rocking_horse","Popi cruza la calle con su caballito de juguete"
"27","L2","Control",13,"prd_balnei","El camarero baja unos peldaños con un barril.","El camarero rueda un barril por unos peldaños.","baja","rueda","snowyhill","balloon","Popi baja el cerro nevado con su pelota inflable de muchos colores"
"27","L2","Control",14,"pge_tabgro","El empleado entra en un almacén con un armario.","El empleado empuja un armario por un almacén.","entra en","empuja","cave","table","Popi va empujando una mesa de madera hasta llegar a la cueva y lo entra en la cueva"
"27","L2","Control",15,"tgm_sactoi","El explorador sube un desnivel con un trineo.","El explorador arrastra un trineo por un desnivel.","sube","arrastra","roof","sack","Popi sube por un techo de una casa al pina arrastrando un saco"
"27","L2","Control",16,"pre_pnemai","La chiquilla entra en un aula con un hula hoop.","La chiquilla rueda un hula hoop por un aula.","entra en","rueda","house","tire","Popi va rodando una rueda de goma y lo entra al granero"
"27","L2","Control",17,"tgd_malcol","El conserje baja una escalinata con un colchón.","El conserje arrastra un colchón por una escalinata.","baja","arrastra","hill","trunk","Popi va tirando un baúl bajando el cerro"
"27","L2","Control",18,"pgt_panrue","El bombero cruza un pasillo con un piano.","El bombero empuja un piano por un pasillo.","cruza","empuja","street","basket","Popi va cruzando la calle con su canasta grande llena de manzanas rojas"
"27","L2","Control",19,"tgm_sacdun","La hormiga sube una roca con una hoja.","La hormiga arrastra una hoja por una roca.","sube","arrastra","dune","sack","Popi sube por la duna arrastrando un saco"
"27","L2","Control",20,"trt_pourou","El labrador cruza un puente con una carreta.","El labrador tira de una carreta por un puente.","cruza","tira de","road","stroller","Popi cruza la calle con un carrito de bebé"
"27","L2","Control",21,"pgm_paqdun","El señor sube unos escalones con una televisión.","El señor empuja una televisión por unos escalones.","sube","empuja","dune","package","Popi sube por una duna empujando un paquete grande"
"27","L2","Control",22,"tgt_cherue","El campesino cruza una parcela con un palo.","El campesino arrastra un palo por una parcela.","cruza","arrastra","street","rocking_horse","Popi cruza la calle con su caballito de juguete"
"27","L2","Control",23,"prm_boutoi","El leñador sube una loma con un tronco.","El leñador rueda un tronco por una loma.","sube","rueda","roof","swimming_ring","Popi sube por un techo de una casa al pina con su narrador inflable naranja"
"27","L2","Control",24,"tgd_malnei","El obrero baja unas gradas con un tablón.","El obrero arrastra un tablón por unas gradas.","baja","arrastra","snowyhill","trunk","Popi va bajando una cuesta nevada arrastrando un baúl negro"
"27","L2","Control",25,"trm_voitoi","La labradora sube un collado con un carro.","La labradora tira de un carro por un collado.","sube","tira de","roof","toy_car","Popi sube por el techo de una casa al pina con auto de juguete azul"
"27","L2","Control",26,"pge_tabmai","El informático entra en un cuarto con un ordenador.","El informático empuja un ordenador por un cuarto.","entra en","empuja","house","table","Popi va empujando una mesa de madera y lo entra al granero"
"27","L2","Control",27,"prt_rourou","El mozo cruza una plaza con una esfera.","El mozo rueda una esfera por una plaza.","cruza","rueda","road","cartwheel","Popi cruza la calle rodando una rueda de madera"
"27","L2","Control",28,"pgd_valnei","El chico baja una pendiente con una piedra.","El chico empuja una piedra por una pendiente.","baja","empuja","snowyhill","suitcase","Popi va bajando la cuesta nevada empujando una maleta"
"27","L2","Control",29,"tre_cadmai","El nene entra en una escuela con un triciclo.","El nene tira de un triciclo por una escuela.","entra en","tira de","house","shopping_trolley","Popi entra al granero llevando un carrito de compras verde"
"27","L2","Control",30,"pgd_valcol","El hombre baja una rampa con un sofá.","El hombre empuja un sofá por una rampa.","baja","empuja","hill","suitcase","Popi va bajando la cuesta empujando una maleta azulada"
"27","L2","Control",31,"trm_voidun","La pasajera sube una pasarela con un bolso con ruedas.","La pasajera tira de un bolso con ruedas por una pasarela.","sube","tira de","dune","toy_car","Popi sube por la duna tirando un coche de juguete azul"
"27","L2","Control",32,"prd_balnei","El camarero baja unos peldaños con un barril.","El camarero rueda un barril por unos peldaños.","baja","rueda","snowyhill","balloon","Popi va bajando el cerro nevado rodando su pelota inflable de muchos colores"
"28","L2","Manner",1,"tgm_sactoi","El explorador sube un desnivel con un trineo.","El explorador arrastra un trineo por un desnivel.","sube","arrastra","roof","sack","Popi subió un saco por un techo"
"28","L2","Manner",2,"trd_brocol","La muchacha baja una costana con una bicicleta.","La muchacha tira de una bicicleta por una costana.","baja","tira de","hill","wheelbarrow","Popi bajó con una carretilla por un cerro"
"28","L2","Manner",3,"tge_chagro","La mujer entra en un vestíbulo con una cómoda.","La mujer arrastra una cómoda por un vestíbulo.","entra en","arrastra","cave","chair","Popi entró a una cueva con una silla"
"28","L2","Manner",4,"prm_boudun","El escarabajo sube un montículo con una pelota.","El escarabajo rueda una pelota por un montículo.","sube","rueda","dune","swimming_ring","Popi subió con un flotador a una duna"
"28","L2","Manner",5,"tge_chamai","El vendedor entra en un local con una lámpara.","El vendedor arrastra una lámpara por un local.","entra en","arrastra","house","chair","Popi entró con una silla a una puerta"
"28","L2","Manner",6,"prm_boutoi","El leñador sube una loma con un tronco.","El leñador rueda un tronco por una loma.","sube","rueda","roof","swimming_ring","Popi subió con un flotador por un techo"
"28","L2","Manner",7,"tgt_cherue","El campesino cruza una parcela con un palo.","El campesino arrastra un palo por una parcela.","cruza","arrastra","street","rocking_horse","Popi cruzó la plaza con un caballo de juguete"
"28","L2","Manner",8,"pge_tabgro","El empleado entra en un almacén con un armario.","El empleado empuja un armario por un almacén.","entra en","empuja","cave","table","Popi entró a su cueva con una mesa"
"28","L2","Manner",9,"trd_bronei","El muchacho baja un cerro con una moto.","El muchacho tira de una moto por un cerro.","baja","tira de","snowyhill","wheelbarrow","Popi bajó por un cerro de nieve con una carretilla"
"28","L2","Manner",10,"pre_pnegro","La joven entra en un gimnasio con un aro.","La joven rueda un aro por un gimnasio.","entra en","rueda","cave","tire","Popi entró a su cueva con una rueda"
"28","L2","Manner",11,"tgd_malcol","El conserje baja una escalinata con un colchón.","El conserje arrastra un colchón por una escalinata.","baja","arrastra","hill","trunk","Popi bajó un cerro con un baúl"
"28","L2","Manner",12,"pgm_paqdun","El señor sube unos escalones con una televisión.","El señor empuja una televisión por unos escalones.","sube","empuja","dune","package","Popi subió una duna con un paquete"
"28","L2","Manner",13,"prd_balcol","La niña baja una cuesta con un plato.","La niña rueda un plato por una cuesta.","baja","rueda","hill","balloon","Popi bajó un cerro con una pelota"
"28","L2","Manner",14,"tgm_sacdun","La hormiga sube una roca con una hoja.","La hormiga arrastra una hoja por una roca.","sube","arrastra","dune","sack","Popi subió una duna con un saco"
"28","L2","Manner",15,"pgt_panrue","El bombero cruza un pasillo con un piano.","El bombero empuja un piano por un pasillo.","cruza","empuja","street","basket","Popi empujó una canasta por la plaza"
"28","L2","Manner",16,"trm_voitoi","La labradora sube un collado con un carro.","La labradora tira de un carro por un collado.","sube","tira de","roof","toy_car","Popi subió por el techo con un auto de juguete"
"28","L2","Manner",17,"pgd_valcol","El hombre baja una rampa con un sofá.","El hombre empuja un sofá por una rampa.","baja","empuja","hill","suitcase","Popi bajó un cerro con una maleta"
"28","L2","Manner",18,"trt_pourue","El joven cruza una vía con un monopatín.","El joven tira de un monopatín por una vía.","cruza","tira de","street","stroller","Popi cruzó la calle con un coche"
"28","L2","Manner",19,"pge_tabmai","El informático entra en un cuarto con un ordenador.","El informático empuja un ordenador por un cuarto.","entra en","empuja","house","table","Popi empujó una mesa por la puerta"
"28","L2","Manner",20,"tgd_malnei","El obrero baja unas gradas con un tablón.","El obrero arrastra un tablón por unas gradas.","baja","arrastra","snowyhill","trunk","Popi arrastra un baúl el cerro de nieve"
"28","L2","Manner",21,"prt_rourou","El mozo cruza una plaza con una esfera.","El mozo rueda una esfera por una plaza.","cruza","rueda","road","cartwheel","Popi empuja una rueda por la carretera"
"28","L2","Manner",22,"tre_cadgro","El chiquillo entra en un jardín con un patinete.","El chiquillo tira de un patinete por un jardín.","entra en","tira de","cave","shopping_trolley","Popi se fue a comprar en la cueva"
"28","L2","Manner",23,"pgd_valnei","El chico baja una pendiente con una piedra.","El chico empuja una piedra por una pendiente.","baja","empuja","snowyhill","suitcase","Popi empujó su maleta un cerro de nieve"
"28","L2","Manner",24,"tre_cadmai","El nene entra en una escuela con un triciclo.","El nene tira de un triciclo por una escuela.","entra en","tira de","house","shopping_trolley","Popi entró con un carro al portón"
"28","L2","Manner",25,"pgm_paqtoi","La moza sube un repecho con un sillón.","La moza empuja un sillón por un repecho.","sube","empuja","roof","package","Popi subió un regalo por el techo"
"28","L2","Manner",26,"pre_pnemai","La chiquilla entra en un aula con un hula hoop.","La chiquilla rueda un hula hoop por un aula.","entra en","rueda","house","tire","Popi entró con una rueda gigante al portón"
"28","L2","Manner",27,"pgt_panrou","El niño cruza una habitación con una papelera.","El niño empuja una papelera por una habitación.","cruza","empuja","road","basket","Popi cruzó la calle con una canasta"
"28","L2","Manner",28,"trm_voidun","La pasajera sube una pasarela con un bolso con ruedas.","La pasajera tira de un bolso con ruedas por una pasarela.","sube","tira de","dune","toy_car","Popi subió la duna con un auto de juguete"
"28","L2","Manner",29,"tgt_cherou","La anciana cruza una sala con una alfombra.","La anciana arrastra una alfombra por una sala.","cruza","arrastra","road","rocking_horse","Popi cruzó la carretera con un caballo de juguete"
"28","L2","Manner",30,"prd_balnei","El camarero baja unos peldaños con un barril.","El camarero rueda un barril por unos peldaños.","baja","rueda","snowyhill","balloon","Popi bajó el cerro de nieve con una pelota"
"28","L2","Manner",31,"trt_pourou","El labrador cruza un puente con una carreta.","El labrador tira de una carreta por un puente.","cruza","tira de","road","stroller","Popi cruzó la carretera con un coche"
"28","L2","Manner",32,"prm_boutoi","El leñador sube una loma con un tronco.","El leñador rueda un tronco por una loma.","sube","rueda","roof","swimming_ring","Popi subió por el techo con un flotador"
"29","L2","Path",1,"trt_pourue","El joven cruza una vía con un monopatín.","El joven tira de un monopatín por una vía.","cruza","tira de","street","stroller","Pepe ha cruzado el camino con un carro de un bebé"
"29","L2","Path",2,"pgm_paqdun","El señor sube unos escalones con una televisión.","El señor empuja una televisión por unos escalones.","sube","empuja","dune","package","el hombre sube una montaña de arena con un regalo"
"29","L2","Path",3,"tre_cadgro","El chiquillo entra en un jardín con un patinete.","El chiquillo tira de un patinete por un jardín.","entra en","tira de","cave","shopping_trolley","el hombre entra en una cueva"
"29","L2","Path",4,"prm_boutoi","El leñador sube una loma con un tronco.","El leñador rueda un tronco por una loma.","sube","rueda","roof","swimming_ring","el hombre sube una casa con una cosa para bañar"
"29","L2","Path",5,"tre_cadmai","El nene entra en una escuela con un triciclo.","El nene tira de un triciclo por una escuela.","entra en","tira de","house","shopping_trolley","el hombre entra una casa al lado de una iglesia"
"29","L2","Path",6,"tgm_sacdun","La hormiga sube una roca con una hoja.","La hormiga arrastra una hoja por una roca.","sube","arrastra","dune","sack","el hombre sube una montaña de arena con una bolsa"
"29","L2","Path",7,"pgt_panrue","El bombero cruza un pasillo con un piano.","El bombero empuja un piano por un pasillo.","cruza","empuja","street","basket","el hombre cruza la calle con muchas manzanas"
"29","L2","Path",8,"pre_pnegro","La joven entra en un gimnasio con un aro.","La joven rueda un aro por un gimnasio.","entra en","rueda","cave","tire","el hombre entra en una cueva con una rueda de coche"
"29","L2","Path",9,"tgt_cherou","La anciana cruza una sala con una alfombra.","La anciana arrastra una alfombra por una sala.","cruza","arrastra","road","rocking_horse","el hombre cruza una ría con un juguete de niños"
"29","L2","Path",10,"pgd_valcol","El hombre baja una rampa con un sofá.","El hombre empuja un sofá por una rampa.","baja","empuja","hill","suitcase","el hombre baja una montaña con una maleta"
"29","L2","Path",11,"prm_boudun","El escarabajo sube un montículo con una pelota.","El escarabajo rueda una pelota por un montículo.","sube","rueda","dune","swimming_ring","el hombre sube una montaña de arena con una rueda de bañar"
"29","L2","Path",12,"trd_brocol","La muchacha baja una costana con una bicicleta.","La muchacha tira de una bicicleta por una costana.","baja","tira de","hill","wheelbarrow","el hombre baja un cumbre con una cosa"
"29","L2","Path",13,"tge_chamai","El vendedor entra en un local con una lámpara.","El vendedor arrastra una lámpara por un local.","entra en","arrastra","house","chair","el hombre entra una casa con una silla"
"29","L2","Path",14,"trm_voitoi","La labradora sube un collado con un carro.","La labradora tira de un carro por un collado.","sube","tira de","roof","toy_car","el hombre sube una casa con un coche "
"29","L2","Path",15,"pgt_panrou","El niño cruza una habitación con una papelera.","El niño empuja una papelera por una habitación.","cruza","empuja","road","basket","el hombre cruza la ría con muchas manzanas"
"29","L2","Path",16,"trd_bronei","El muchacho baja un cerro con una moto.","El muchacho tira de una moto por un cerro.","baja","tira de","snowyhill","wheelbarrow","el hombre baja una montaña con un tipo de carro"
"29","L2","Path",17,"prt_rourue","El borracho cruza una avenida con una botella.","El borracho rueda una botella por una avenida.","cruza","rueda","street","cartwheel","el hombre cruza la calle con una rueda"
"29","L2","Path",18,"pgd_valnei","El chico baja una pendiente con una piedra.","El chico empuja una piedra por una pendiente.","baja","empuja","snowyhill","suitcase","el hombre baja una montaña con una maleta"
"29","L2","Path",19,"tgm_sactoi","El explorador sube un desnivel con un trineo.","El explorador arrastra un trineo por un desnivel.","sube","arrastra","roof","sack","el hombre sube una casa con una bolsa"
"29","L2","Path",20,"pge_tabgro","El empleado entra en un almacén con un armario.","El empleado empuja un armario por un almacén.","entra en","empuja","cave","table","el hombre entra una cueva con una mesa"
"29","L2","Path",21,"prd_balnei","El camarero baja unos peldaños con un barril.","El camarero rueda un barril por unos peldaños.","baja","rueda","snowyhill","balloon","el hombre baja una montaña con una pelota"
"29","L2","Path",22,"pge_tabmai","El informático entra en un cuarto con un ordenador.","El informático empuja un ordenador por un cuarto.","entra en","empuja","house","table","el hombre entra una casa con una mesa"
"29","L2","Path",23,"prd_balcol","La niña baja una cuesta con un plato.","La niña rueda un plato por una cuesta.","baja","rueda","hill","balloon","el hombre baja una montaña con una pelota"
"29","L2","Path",24,"trt_pourou","El labrador cruza un puente con una carreta.","El labrador tira de una carreta por un puente.","cruza","tira de","road","stroller","el hombre cruza la ría con un carro de niños"
"29","L2","Path",25,"tge_chagro","La mujer entra en un vestíbulo con una cómoda.","La mujer arrastra una cómoda por un vestíbulo.","entra en","arrastra","cave","chair","el hombre entra una cueva con una silla"
"29","L2","Path",26,"trm_voidun","La pasajera sube una pasarela con un bolso con ruedas.","La pasajera tira de un bolso con ruedas por una pasarela.","sube","tira de","dune","toy_car","el hombre subió una montaña de arena con un coche para niños"
"29","L2","Path",27,"prt_rourou","El mozo cruza una plaza con una esfera.","El mozo rueda una esfera por una plaza.","cruza","rueda","road","cartwheel","el hombre cruza la ría con una rueda"
"29","L2","Path",28,"tgd_malcol","El conserje baja una escalinata con un colchón.","El conserje arrastra un colchón por una escalinata.","baja","arrastra","hill","trunk","el hombre baja un cumbre con una maleta"
"29","L2","Path",29,"pre_pnemai","La chiquilla entra en un aula con un hula hoop.","La chiquilla rueda un hula hoop por un aula.","entra en","rueda","house","tire","el hombre entra una casa con una rueda de coche "
"29","L2","Path",30,"pgm_paqtoi","La moza sube un repecho con un sillón.","La moza empuja un sillón por un repecho.","sube","empuja","roof","package","el hombre sube una casa con un regalo"
"29","L2","Path",31,"tgd_malnei","El obrero baja unas gradas con un tablón.","El obrero arrastra un tablón por unas gradas.","baja","arrastra","snowyhill","trunk","el hombre baja una montaña con una cosa"
"29","L2","Path",32,"prm_boudun","El escarabajo sube un montículo con una pelota.","El escarabajo rueda una pelota por un montículo.","sube","rueda","dune","swimming_ring","el hombre sube una montaña de arena con una rueda para bañar"
"30","L2","Path",1,"pgm_paqdun","El señor sube unos escalones con una televisión.","El señor empuja una televisión por unos escalones.","sube","empuja","dune","package","Popi mueve un paquete arriba de una duna"
"30","L2","Path",2,"prt_rourou","El mozo cruza una plaza con una esfera.","El mozo rueda una esfera por una plaza.","cruza","rueda","road","cartwheel","Popi cruza un camino con una rueda de carril"
"30","L2","Path",3,"pge_tabmai","El informático entra en un cuarto con un ordenador.","El informático empuja un ordenador por un cuarto.","entra en","empuja","house","table","Popi entra una mesa a una granja"
"30","L2","Path",4,"tgm_sactoi","El explorador sube un desnivel con un trineo.","El explorador arrastra un trineo por un desnivel.","sube","arrastra","roof","sack","Popi sube el techo con un saco"
"30","L2","Path",5,"pgd_valnei","El chico baja una pendiente con una piedra.","El chico empuja una piedra por una pendiente.","baja","empuja","snowyhill","suitcase","Popi baja una maleta por una colina nevada"
"30","L2","Path",6,"trt_pourue","El joven cruza una vía con un monopatín.","El joven tira de un monopatín por una vía.","cruza","tira de","street","stroller","Popi cruza la calle con un coche de bebé"
