"Subject","Group","Condition","VideoTrial","VideoName","Target","Path","Manner","P_anyw","P_V","P_adj","M_anyw","M_V","M_adj"
"25","L2","Control",12,"pgm_paqtoi","Popi ha empujado un regalo grande por el tejado","No Path","V",0,0,0,1,1,0
"25","L2","Control",13,"tgt_cherou","Popi ha cruzado la calle con un caballo","V","No Manner",1,1,0,0,0,0
"25","L2","Control",14,"pre_pnegro","Popi ha empujado una rueda al dentro de una cueva","Adjunct","V",1,0,1,1,1,0
"25","L2","Control",15,"trd_brocol","Popi ha bajado por la cuesta con un carrito","V","No Manner",1,1,0,0,0,0
"25","L2","Control",16,"prt_rourue","Popi ha cruzado la calle con una rueda","V","No Manner",1,1,0,0,0,0
"25","L2","Control",17,"pgd_valnei","Popi ha empujado una maleta bajando la cuesta","Adjunct","V",1,0,1,1,1,0
"25","L2","Control",18,"tgm_sactoi","Popi ha subido por el tejado con un saco","V","No Manner",1,1,0,0,0,0
"25","L2","Control",19,"prt_rourou","Popi ha cruzado la calle con una rueda","V","No Manner",1,1,0,0,0,0
"25","L2","Control",20,"pge_tabgro","Popi ha empujado una mesa al entrar de una cueva","Adjunct","V",1,0,1,1,1,0
"25","L2","Control",21,"tgm_sacdun","Popi ha subido por una cuesta llevando un saco","V","No Manner",1,1,0,0,0,0
"25","L2","Control",22,"pgd_valcol","Popi ha empujado una maleta al bajar por una cuesta","Adjunct","V",1,0,1,1,1,0
"25","L2","Control",23,"trm_voidun","Popi ha subido por una cuesta con un coche","V","No Manner",1,1,0,0,0,0
"25","L2","Control",24,"tgd_malnei","Popi ha bajado por una cuesta llevando algo consigo","V","No Manner",1,1,0,0,0,0
"25","L2","Control",25,"tre_cadmai","Popi ha entrado en un granero con un carrito","V","No Manner",1,1,0,0,0,0
"25","L2","Control",26,"prd_balcol","Popi ha bajado por una cuesta con una pelota","V","No Manner",1,1,0,0,0,0
"25","L2","Control",27,"pgt_panrou","Popi ha empujado una cesta llena de manzanas","No Path","V",0,0,0,1,1,0
"25","L2","Control",28,"trd_bronei","Popi ha bajado por la cuesta con un carrito detrás suyo","V","Adjunct",1,1,0,1,0,1
"25","L2","Control",29,"pre_pnemai","Popi ha entrado en un granero con una rueda","V","No Manner",1,1,0,0,0,0
"25","L2","Control",30,"pgm_paqdun","Popi ha subido un regalo grande por una cuesta","V","No Manner",1,1,0,0,0,0
"25","L2","Control",31,"tge_chagro","Popi se ha llevado una silla al entrar en una cueva","Adjunct","No Manner",1,0,1,0,0,0
"25","L2","Control",32,"pgd_valcol","Popi ha empujado una maleta por una cuesta para abajo","Adjunct","V",1,0,1,1,1,0
"26","L2","Manner",1,"tgd_malnei","Popi va con una paquete","No Path","No Manner",0,0,0,0,0,0
"26","L2","Manner",2,"trm_voitoi","Popi va con un juguete ","No Path","No Manner",0,0,0,0,0,0
"26","L2","Manner",3,"tgd_malcol","Popi va con un paquete de un colina","No Path","No Manner",0,0,0,0,0,0
"26","L2","Manner",4,"tre_cadmai","Popi va con una carreta en una casa","No Path","No Manner",0,0,0,0,0,0
"26","L2","Manner",5,"prm_boudun","Popi va con un rueda de baño arriba de una duna","Adjunct","No Manner",1,0,1,0,0,0
"26","L2","Manner",6,"pge_tabgro","Popi empuja una mesa en una cueva","No Path","V",0,0,0,1,1,0
"26","L2","Manner",7,"trd_bronei","Popi va con un barre de una colina de nieve","No Path","No Manner",0,0,0,0,0,0
"26","L2","Manner",8,"pre_pnemai","Popi va con una rueda de un tractor para entrar una casa","Adjunct","No Manner",1,0,1,0,0,0
"26","L2","Manner",9,"trt_pourue","Popi tira un vagón de bebé","No Path","V",0,0,0,1,1,0
"26","L2","Manner",10,"tge_chamai","Popi va con una silla en una casa","No Path","No Manner",0,0,0,0,0,0
"26","L2","Manner",11,"pgm_paqdun","Popi empuja un paquete sobre un duno","No Path","V",0,0,0,1,1,0
"26","L2","Manner",12,"prd_balcol","Popi empuja un balón de una cuesta","No Path","V",0,0,0,1,1,0
"26","L2","Manner",13,"tgm_sacdun","Popi arrastra una bolsa arriba de una duna","Adjunct","V",1,0,1,1,1,0
"26","L2","Manner",14,"pre_pnegro","Popi empuja una rueda entre una cueva","No Path","V",0,0,0,1,1,0
"26","L2","Manner",15,"pgm_paqtoi","Popi empuja un paquete arriba de un techo","Adjunct","V",1,0,1,1,1,0
"26","L2","Manner",16,"prt_rourou","Popi empuja una rueda sobre una carretera","No Path","V",0,0,0,1,1,0
"26","L2","Manner",17,"trd_brocol","Popi tira una vagón arriba de una cuenta","Adjunct","V",1,0,1,1,1,0
"26","L2","Manner",18,"prm_boutoi","Popi empuja una rueda arriba de un techo","Adjunct","V",1,0,1,1,1,0
"26","L2","Manner",19,"trt_pourou","Popi tira un vagón de bebé sobre una calle ","No Path","V",0,0,0,1,1,0
"26","L2","Manner",20,"pgd_valcol","Popi empuja una maleta de una cuesta","No Path","V",0,0,0,1,1,0
"26","L2","Manner",21,"tgt_cherue","Popi tira un caballo de juego sobre una calle","No Path","V",0,0,0,1,1,0
"26","L2","Manner",22,"prd_balnei","Popi empuja un balón de nieve","No Path","V",0,0,0,1,1,0
"26","L2","Manner",23,"trm_voidun","Popi tira un coche de juego acuesta de una duna","No Path","V",0,0,0,1,1,0
"26","L2","Manner",24,"pgt_panrue","Popi empuja un saco de fruta sobre un calle","No Path","V",0,0,0,1,1,0
"26","L2","Manner",25,"tge_chagro","Popi tira un sillón entre la cueva","No Path","V",0,0,0,1,1,0
"26","L2","Manner",26,"pgd_valnei","Popi empuja una maleta arriba de una cuenta de nieve","Adjunct","V",1,0,1,1,1,0
"26","L2","Manner",27,"tre_cadgro","Popi tira una carreta de compra entre una cueva","No Path","V",0,0,0,1,1,0
"26","L2","Manner",28,"pgt_panrou","Popi empuja un sac de fruta por la calle","No Path","V",0,0,0,1,1,0
"26","L2","Manner",29,"tgm_sactoi","Popi tira una bolsa por una tecla","No Path","V",0,0,0,1,1,0
"26","L2","Manner",30,"prt_rourue","Popi rueda una rueda por una calle","No Path","V",0,0,0,1,1,0
"26","L2","Manner",31,"pge_tabmai","Popi empuja una mesa por una garden","No Path","V",0,0,0,1,1,0
"26","L2","Manner",32,"prm_boutoi","Popi empuja una rueda por un tejo","No Path","V",0,0,0,1,1,0
"27","L2","Control",1,"tge_chamai","Popi entra al granero llevando una silla verde","V","No Manner",1,1,0,0,0,0
"27","L2","Control",2,"trd_brocol","Popi baja la cuesta del cerro con una carretilla naranja","V","No Manner",1,1,0,0,0,0
"27","L2","Control",3,"prt_rourue","Popi cruza la calle rodando una rueda azul y violeta","V","Adjunct",1,1,0,1,0,1
"27","L2","Control",4,"trd_bronei","Popi baja la cuesta nevada con su carretilla naranja","V","No Manner",1,1,0,0,0,0
"27","L2","Control",5,"pre_pnegro","Popi lleva una rueda de auto rodándolo y entrándolo a la cueva","Adjunct","Adjunct",1,0,1,1,0,1
"27","L2","Control",6,"pgm_paqtoi","Popi sube un paquete grande sobre el techo de una casa al pina","V","No Manner",1,1,0,0,0,0
"27","L2","Control",7,"prd_balcol","Popi baja una colina llevando una pelota inflable de muchos colores","V","No Manner",1,1,0,0,0,0
"27","L2","Control",8,"tge_chagro","Popi va llevando una silla y lo entra a la cueva","V","No Manner",1,1,0,0,0,0
"27","L2","Control",9,"pgt_panrou","Popi tiene una canasta grande llena de manzanas y cruza la calle con ella","V","No Manner",1,1,0,0,0,0
"27","L2","Control",10,"tre_cadgro","Popi tiene un carrito de compras verde y lo entra a la cueva","V","No Manner",1,1,0,0,0,0
"27","L2","Control",11,"prm_boudun","Popi está en la playa y sube una duna con su cosa inflable","V","No Manner",1,1,0,0,0,0
"27","L2","Control",12,"tgt_cherou","Popi cruza la calle con su caballito de juguete","V","No Manner",1,1,0,0,0,0
"27","L2","Control",13,"prd_balnei","Popi baja el cerro nevado con su pelota inflable de muchos colores","V","No Manner",1,1,0,0,0,0
"27","L2","Control",14,"pge_tabgro","Popi va empujando una mesa de madera hasta llegar a la cueva y lo entra en la cueva","V","Adjunct",1,1,0,1,0,1
"27","L2","Control",15,"tgm_sactoi","Popi sube por un techo de una casa al pina arrastrando un saco","V","Adjunct",1,1,0,1,0,1
"27","L2","Control",16,"pre_pnemai","Popi va rodando una rueda de goma y lo entra al granero","V","Adjunct",1,1,0,1,0,1
"27","L2","Control",17,"tgd_malcol","Popi va tirando un baúl bajando el cerro","Adjunct","Adjunct",1,0,1,1,0,1
"27","L2","Control",18,"pgt_panrue","Popi va cruzando la calle con su canasta grande llena de manzanas rojas","Adjunct","No Manner",1,0,1,0,0,0
"27","L2","Control",19,"tgm_sacdun","Popi sube por la duna arrastrando un saco","V","Adjunct",1,1,0,1,0,1
"27","L2","Control",20,"trt_pourou","Popi cruza la calle con un carrito de bebé","V","No Manner",1,1,0,0,0,0
"27","L2","Control",21,"pgm_paqdun","Popi sube por una duna empujando un paquete grande","V","Adjunct",1,1,0,1,0,1
"27","L2","Control",22,"tgt_cherue","Popi cruza la calle con su caballito de juguete","V","No Manner",1,1,0,0,0,0
"27","L2","Control",23,"prm_boutoi","Popi sube por un techo de una casa al pina con su narrador inflable naranja","V","No Manner",1,1,0,0,0,0
"27","L2","Control",24,"tgd_malnei","Popi va bajando una cuesta nevada arrastrando un baúl negro","Adjunct","Adjunct",1,0,1,1,0,1
"27","L2","Control",25,"trm_voitoi","Popi sube por el techo de una casa al pina con auto de juguete azul","V","No Manner",1,1,0,0,0,0
"27","L2","Control",26,"pge_tabmai","Popi va empujando una mesa de madera y lo entra al granero","V","Adjunct",1,1,0,1,0,1
"27","L2","Control",27,"prt_rourou","Popi cruza la calle rodando una rueda de madera","V","Adjunct",1,1,0,1,0,1
"27","L2","Control",28,"pgd_valnei","Popi va bajando la cuesta nevada empujando una maleta","Adjunct","Adjunct",1,0,1,1,0,1
"27","L2","Control",29,"tre_cadmai","Popi entra al granero llevando un carrito de compras verde","V","No Manner",1,1,0,0,0,0
"27","L2","Control",30,"pgd_valcol","Popi va bajando la cuesta empujando una maleta azulada","Adjunct","Adjunct",1,0,1,1,0,1
"27","L2","Control",31,"trm_voidun","Popi sube por la duna tirando un coche de juguete azul","V","Adjunct",1,1,0,1,0,1
"27","L2","Control",32,"prd_balnei","Popi va bajando el cerro nevado rodando su pelota inflable de muchos colores","Adjunct","Adjunct",1,0,1,1,0,1
"28","L2","Manner",1,"tgm_sactoi","Popi subió un saco por un techo","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",2,"trd_brocol","Popi bajó con una carretilla por un cerro","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",3,"tge_chagro","Popi entró a una cueva con una silla","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",4,"prm_boudun","Popi subió con un flotador a una duna","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",5,"tge_chamai","Popi entró con una silla a una puerta","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",6,"prm_boutoi","Popi subió con un flotador por un techo","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",7,"tgt_cherue","Popi cruzó la plaza con un caballo de juguete","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",8,"pge_tabgro","Popi entró a su cueva con una mesa","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",9,"trd_bronei","Popi bajó por un cerro de nieve con una carretilla","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",10,"pre_pnegro","Popi entró a su cueva con una rueda","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",11,"tgd_malcol","Popi bajó un cerro con un baúl","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",12,"pgm_paqdun","Popi subió una duna con un paquete","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",13,"prd_balcol","Popi bajó un cerro con una pelota","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",14,"tgm_sacdun","Popi subió una duna con un saco","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",15,"pgt_panrue","Popi empujó una canasta por la plaza","No Path","V",0,0,0,1,1,0
"28","L2","Manner",16,"trm_voitoi","Popi subió por el techo con un auto de juguete","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",17,"pgd_valcol","Popi bajó un cerro con una maleta","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",18,"trt_pourue","Popi cruzó la calle con un coche","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",19,"pge_tabmai","Popi empujó una mesa por la puerta","No Path","V",0,0,0,1,1,0
"28","L2","Manner",20,"tgd_malnei","Popi arrastra un baúl el cerro de nieve","No Path","V",0,0,0,1,1,0
"28","L2","Manner",21,"prt_rourou","Popi empuja una rueda por la carretera","No Path","V",0,0,0,1,1,0
"28","L2","Manner",22,"tre_cadgro","Popi se fue a comprar en la cueva","No Path","No Manner",0,0,0,0,0,0
"28","L2","Manner",23,"pgd_valnei","Popi empujó su maleta un cerro de nieve","No Path","V",0,0,0,1,1,0
"28","L2","Manner",24,"tre_cadmai","Popi entró con un carro al portón","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",25,"pgm_paqtoi","Popi subió un regalo por el techo","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",26,"pre_pnemai","Popi entró con una rueda gigante al portón","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",27,"pgt_panrou","Popi cruzó la calle con una canasta","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",28,"trm_voidun","Popi subió la duna con un auto de juguete","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",29,"tgt_cherou","Popi cruzó la carretera con un caballo de juguete","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",30,"prd_balnei","Popi bajó el cerro de nieve con una pelota","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",31,"trt_pourou","Popi cruzó la carretera con un coche","V","No Manner",1,1,0,0,0,0
"28","L2","Manner",32,"prm_boutoi","Popi subió por el techo con un flotador","V","No Manner",1,1,0,0,0,0
"29","L2","Path",1,"trt_pourue","Pepe ha cruzado el camino con un carro de un bebé","V","No Manner",1,1,0,0,0,0
"29","L2","Path",2,"pgm_paqdun","el hombre sube una montaña de arena con un regalo","V","No Manner",1,1,0,0,0,0
"29","L2","Path",3,"tre_cadgro","el hombre entra en una cueva","V","No Manner",1,1,0,0,0,0
"29","L2","Path",4,"prm_boutoi","el hombre sube una casa con una cosa para bañar","V","No Manner",1,1,0,0,0,0
"29","L2","Path",5,"tre_cadmai","el hombre entra una casa al lado de una iglesia","V","No Manner",1,1,0,0,0,0
"29","L2","Path",6,"tgm_sacdun","el hombre sube una montaña de arena con una bolsa","V","No Manner",1,1,0,0,0,0
"29","L2","Path",7,"pgt_panrue","el hombre cruza la calle con muchas manzanas","V","No Manner",1,1,0,0,0,0
"29","L2","Path",8,"pre_pnegro","el hombre entra en una cueva con una rueda de coche","V","No Manner",1,1,0,0,0,0
"29","L2","Path",9,"tgt_cherou","el hombre cruza una ría con un juguete de niños","V","No Manner",1,1,0,0,0,0
"29","L2","Path",10,"pgd_valcol","el hombre baja una montaña con una maleta","V","No Manner",1,1,0,0,0,0
"29","L2","Path",11,"prm_boudun","el hombre sube una montaña de arena con una rueda de bañar","V","No Manner",1,1,0,0,0,0
"29","L2","Path",12,"trd_brocol","el hombre baja un cumbre con una cosa","V","No Manner",1,1,0,0,0,0
"29","L2","Path",13,"tge_chamai","el hombre entra una casa con una silla","V","No Manner",1,1,0,0,0,0
"29","L2","Path",14,"trm_voitoi","el hombre sube una casa con un coche ","V","No Manner",1,1,0,0,0,0
"29","L2","Path",15,"pgt_panrou","el hombre cruza la ría con muchas manzanas","V","No Manner",1,1,0,0,0,0
"29","L2","Path",16,"trd_bronei","el hombre baja una montaña con un tipo de carro","V","No Manner",1,1,0,0,0,0
"29","L2","Path",17,"prt_rourue","el hombre cruza la calle con una rueda","V","No Manner",1,1,0,0,0,0
"29","L2","Path",18,"pgd_valnei","el hombre baja una montaña con una maleta","V","No Manner",1,1,0,0,0,0
"29","L2","Path",19,"tgm_sactoi","el hombre sube una casa con una bolsa","V","No Manner",1,1,0,0,0,0
"29","L2","Path",20,"pge_tabgro","el hombre entra una cueva con una mesa","V","No Manner",1,1,0,0,0,0
"29","L2","Path",21,"prd_balnei","el hombre baja una montaña con una pelota","V","No Manner",1,1,0,0,0,0
"29","L2","Path",22,"pge_tabmai","el hombre entra una casa con una mesa","V","No Manner",1,1,0,0,0,0
"29","L2","Path",23,"prd_balcol","el hombre baja una montaña con una pelota","V","No Manner",1,1,0,0,0,0
"29","L2","Path",24,"trt_pourou","el hombre cruza la ría con un carro de niños","V","No Manner",1,1,0,0,0,0
"29","L2","Path",25,"tge_chagro","el hombre entra una cueva con una silla","V","No Manner",1,1,0,0,0,0
"29","L2","Path",26,"trm_voidun","el hombre subió una montaña de arena con un coche para niños","V","No Manner",1,1,0,0,0,0
"29","L2","Path",27,"prt_rourou","el hombre cruza la ría con una rueda","V","No Manner",1,1,0,0,0,0
"29","L2","Path",28,"tgd_malcol","el hombre baja un cumbre con una maleta","V","No Manner",1,1,0,0,0,0
"29","L2","Path",29,"pre_pnemai","el hombre entra una casa con una rueda de coche ","V","No Manner",1,1,0,0,0,0
"29","L2","Path",30,"pgm_paqtoi","el hombre sube una casa con un regalo","V","No Manner",1,1,0,0,0,0
"29","L2","Path",31,"tgd_malnei","el hombre baja una montaña con una cosa","V","No Manner",1,1,0,0,0,0
"29","L2","Path",32,"prm_boudun","el hombre sube una montaña de arena con una rueda para bañar","V","No Manner",1,1,0,0,0,0
"30","L2","Path",1,"pgm_paqdun","Popi mueve un paquete arriba de una duna","Adjunct","No Manner",1,0,1,0,0,0
"30","L2","Path",2,"prt_rourou","Popi cruza un camino con una rueda de carril","V","No Manner",1,1,0,0,0,0
"30","L2","Path",3,"pge_tabmai","Popi entra una mesa a una granja","V","No Manner",1,1,0,0,0,0
"30","L2","Path",4,"tgm_sactoi","Popi sube el techo con un saco","V","No Manner",1,1,0,0,0,0
"30","L2","Path",5,"pgd_valnei","Popi baja una maleta por una colina nevada","V","No Manner",1,1,0,0,0,0
"30","L2","Path",6,"trt_pourue","Popi cruza la calle con un coche de bebé","V","No Manner",1,1,0,0,0,0
"30","L2","Path",7,"prm_boudun","Popi sube una duna con una balsa inflable","V","No Manner",1,1,0,0,0,0
"30","L2","Path",8,"trd_bronei","Popi baja la colina nevada con un carril","V","No Manner",1,1,0,0,0,0
"30","L2","Path",9,"tge_chagro","Popi entra la cueva arrastrando una silla","V","Adjunct",1,1,0,1,0,1
"30","L2","Path",10,"prt_rourue","Popi cruza la calle con una rueda de carreta","V","No Manner",1,1,0,0,0,0
"30","L2","Path",11,"trd_brocol","Popi baja una loma con un carrete","V","No Manner",1,1,0,0,0,0
"30","L2","Path",12,"pre_pnegro","Popi entra la cueva con una rueda de coche","V","No Manner",1,1,0,0,0,0
"30","L2","Path",13,"trm_voidun","Popi sube la duna con un carrito de juguete","V","No Manner",1,1,0,0,0,0
"30","L2","Path",14,"pge_tabgro","Popi entra la cueva con una mesa","V","No Manner",1,1,0,0,0,0
"30","L2","Path",15,"trm_voitoi","Popi sube el techo con un carrito de juguete","V","No Manner",1,1,0,0,0,0
"30","L2","Path",16,"tgd_malcol","Popi baja la colina arrastrando un baúl","V","Adjunct",1,1,0,1,0,1
"30","L2","Path",17,"trt_pourou","Popi cruza la calle con un coche de bebé","V","No Manner",1,1,0,0,0,0
"30","L2","Path",18,"prd_balnei","Popi baja la colina nevada con una bola inflable","V","No Manner",1,1,0,0,0,0
"30","L2","Path",19,"tgt_cherue","Popi cruza la calle con un caballo de juguete","V","No Manner",1,1,0,0,0,0
"30","L2","Path",20,"prm_boutoi","Popi sube el techo con una balsa inflable ","V","No Manner",1,1,0,0,0,0
"30","L2","Path",21,"tge_chamai","Popi entra con una silla a la granja","V","No Manner",1,1,0,0,0,0
"30","L2","Path",22,"pgd_valcol","Popi baja la loma con una maleta","V","No Manner",1,1,0,0,0,0
"30","L2","Path",23,"tre_cadmai","Popi entra la granja con un carrete de compras","V","No Manner",1,1,0,0,0,0
"30","L2","Path",24,"tgd_malnei","Popi baja la colina nevada con un baúl","V","No Manner",1,1,0,0,0,0
"30","L2","Path",25,"pgt_panrou","Popi cruza la calle con un cesto de manzanas","V","No Manner",1,1,0,0,0,0
"30","L2","Path",26,"tre_cadgro","Popi entra la cueva con un carrete de compras","V","No Manner",1,1,0,0,0,0
"30","L2","Path",27,"prd_balcol","Popi baja la loma con la bola inflable ","V","No Manner",1,1,0,0,0,0
"30","L2","Path",28,"pgm_paqtoi","Popi sube el techo con un paquete","V","No Manner",1,1,0,0,0,0
"30","L2","Path",29,"pre_pnemai","Popi entra la granja con una rueda de carro","V","No Manner",1,1,0,0,0,0
"30","L2","Path",30,"tgm_sacdun","Popi sube la duna con un saco","V","No Manner",1,1,0,0,0,0
"30","L2","Path",31,"pgt_panrue","Popi cruza la calle con un cesto de manzanas","V","No Manner",1,1,0,0,0,0
"30","L2","Path",32,"tgm_sacdun","Popi sube la duna con un saco","V","No Manner",1,1,0,0,0,0
"31","L2","Control",1,"pre_pnemai","Popi lleva una rueda al almecén entra por la puerta ","V","No Manner",1,1,0,0,0,0
"31","L2","Control",2,"pgt_panrue","Popi camina con una cesta llena de manzanas en la calle de un pueblo","No Path","V",0,0,0,1,1,0
"31","L2","Control",3,"prm_boutoi","Popi tiene una inflante hasta la cima del techo de una casa del campo","Adjunct","No Manner",1,0,1,0,0,0
"31","L2","Control",5,"prd_balnei","Popi baja de la nieve en los alpes con una pelota inflada","V","No Manner",1,1,0,0,0,0
"31","L2","Control",6,"tgm_sacdun","el Popi carga un saco sobre el sable [=la arena] hasta el cima de la duna al lado del mar","Adjunct","No Manner",1,0,1,0,0,0
"31","L2","Control",7,"trd_bronei","Popi está en los alpes y lleva un objeto que se usa para","No Path","No Manner",0,0,0,0,0,0
"31","L2","Control",8,"tge_chagro","Popi entra a la cueva con una silla en la selva","V","No Manner",1,1,0,0,0,0
"31","L2","Control",9,"prd_balcol","Popi baja de la colina con la pelota en la montaña","V","No Manner",1,1,0,0,0,0
"31","L2","Control",10,"tge_chamai","Popi entra en el almacén con una silla en una finca","V","No Manner",1,1,0,0,0,0
"31","L2","Control",11,"prm_boudun","Popi sube la duna de la playa con un juguete de la playa","V","No Manner",1,1,0,0,0,0
"31","L2","Control",12,"tgd_malnei","él está en la selva en invierno y baja sobre la nieve con una caja fuerte","V","No Manner",1,1,0,0,0,0
"31","L2","Control",13,"pre_pnegro","Popi entra dentro de la cueva con la rueda en la selva","V+Adjunct","No Manner",1,1,1,0,0,0
"31","L2","Control",14,"tgt_cherue","Popi cruza la calle del pueblo con un caballo de juego","V","No Manner",1,1,0,0,0,0
"31","L2","Control",15,"pgm_paqdun","Popi sube la duna con un paquete dorado y violeta","V","No Manner",1,1,0,0,0,0
"31","L2","Control",16,"tgt_cherou","Popi cruza una carretera con un caballo de juguete al lado de la paja","V","No Manner",1,1,0,0,0,0
"31","L2","Control",17,"tre_cadgro","Popi entra la cueva con una bolsa de compras","V","No Manner",1,1,0,0,0,0
"31","L2","Control",18,"tgd_malcol","Popi baja con la caja fuerte cofre de las colinas de la montaña","V","No Manner",1,1,0,0,0,0
"31","L2","Control",19,"trm_voidun","Popi sube la duna con un carro de juguete al lado del mar","V","No Manner",1,1,0,0,0,0
"31","L2","Control",20,"pge_tabgro","Popi entra la cueva con una mesa de madera","V","No Manner",1,1,0,0,0,0
"31","L2","Control",21,"trd_brocol","Popi baja de la colina con una carreta","V","No Manner",1,1,0,0,0,0
"31","L2","Control",22,"pge_tabmai","Popi lleva la mesa de madera al almacén","No Path","No Manner",0,0,0,0,0,0
"31","L2","Control",23,"trt_pourue","Popi anda con algo de bebé","No Path","V",0,0,0,1,1,0
"31","L2","Control",24,"tgm_sactoi","Popi sube sobre el techo de la casa grande con un saco ","V","No Manner",1,1,0,0,0,0
"31","L2","Control",25,"prt_rourue","Popi camina con una rueda cruzando la calle del pueblo","Adjunct","V",1,0,1,1,1,0
"31","L2","Control",26,"tre_cadmai","Popi entra de la puerta de la finca con una bolsa de compras","V","No Manner",1,1,0,0,0,0
"31","L2","Control",27,"prt_rourou","Popi camina al lado derecho con la rueda cruzando la calle","Adjunct","V",1,0,1,1,1,0
"31","L2","Control",28,"pgd_valnei","Popi camina con una maleta sobre la nieve","No Path","V",0,0,0,1,1,0
"31","L2","Control",29,"trt_pourou","Popi lleva el carrillo de bebé otra vez hasta el lado izquierdo cruzando la calle","Adjunct","No Manner",1,0,1,0,0,0
"31","L2","Control",30,"pgd_valcol","Popi baja de la colina con una maleta dejándola al lado de un árbol","V","No Manner",1,1,0,0,0,0
"31","L2","Control",31,"trm_voitoi","Popi sube sobre el techo con un carro de juguete","V","No Manner",1,1,0,0,0,0
"31","L2","Control",32,"pgd_valnei","Popi baja sobre la nieve con una maleta","V","No Manner",1,1,0,0,0,0
"32","L2","Path",1,"pgt_panrou","Popi está empujando una caja de manzanas","No Path","V",0,0,0,1,1,0
"32","L2","Path",2,"pre_pnemai","Popi estaba empujando una rueda en un garaje","No Path","V",0,0,0,1,1,0
"32","L2","Path",3,"trd_brocol","Popi estaba bajando una colina con una carretilla","V","No Manner",1,1,0,0,0,0
"32","L2","Path",4,"pre_pnegro","Popi estaba empujando una rueda a un cueva [a una cueva]","No Path","V",0,0,0,1,1,0
"32","L2","Path",5,"trt_pourou","Popi cruzó un río de hielo con una carreta","V","No Manner",1,1,0,0,0,0
"32","L2","Path",6,"prd_balcol","Popi bajó una colina con un balón inflatable","V","No Manner",1,1,0,0,0,0
"32","L2","Path",7,"tge_chagro","Popi entró una cueva con una silla","V","No Manner",1,1,0,0,0,0
"32","L2","Path",8,"pgm_paqdun","Popi subió una duna con una paqueta","V","No Manner",1,1,0,0,0,0
"32","L2","Path",9,"tgd_malcol","Popi bajó la colina con una caja","V","No Manner",1,1,0,0,0,0
"32","L2","Path",10,"prt_rourue","Popi cruzó una calle con una rueda","V","No Manner",1,1,0,0,0,0
"32","L2","Path",11,"pge_tabmai","Popi entra una casa con una mesa","V","No Manner",1,1,0,0,0,0
"32","L2","Path",12,"tgt_cherou","Popi cruza un río de hielo con un caballo de juguete","V","No Manner",1,1,0,0,0,0
"32","L2","Path",13,"pgd_valnei","Popi baja una colina nevada con una maleta","V","No Manner",1,1,0,0,0,0
"32","L2","Path",14,"prm_boutoi","Popi sube una tejada con una rueda inflatable","V","No Manner",1,1,0,0,0,0
"32","L2","Path",15,"tre_cadmai","Popi entra a una casa con una carretilla","V","No Manner",1,1,0,0,0,0
"32","L2","Path",16,"tgm_sacdun","Popi sube una duna con una bolsa","V","No Manner",1,1,0,0,0,0
"32","L2","Path",17,"prd_balnei","Popi baja una colina nevada con un balón inflatable","V","No Manner",1,1,0,0,0,0
"32","L2","Path",18,"tge_chamai","Popi entra una casa con una silla","V","No Manner",1,1,0,0,0,0
"32","L2","Path",19,"pgt_panrue","Popi estaba empujando una caja de manzanas encima una carretera","No Path","V",0,0,0,1,1,0
"32","L2","Path",20,"trm_voitoi","Popi sube un tejado con un coche juguete","V","No Manner",1,1,0,0,0,0
"32","L2","Path",21,"pge_tabgro","Popi entra a una cueva con una mesa","V","No Manner",1,1,0,0,0,0
"32","L2","Path",22,"trm_voidun","Popi sube una duna con un coche juguete","V","No Manner",1,1,0,0,0,0
"32","L2","Path",23,"pgd_valcol","Popi baja una colina empujando una maleta","V","Adjunct",1,1,0,1,0,1
"32","L2","Path",24,"tre_cadgro","Popi entra una cueva con una carretilla","V","No Manner",1,1,0,0,0,0
"32","L2","Path",25,"tgd_malnei","Popi baja una colina nevada con una caja","V","No Manner",1,1,0,0,0,0
"32","L2","Path",26,"trt_pourue","Popi cruza una carretera con un carrio de bebés","V","No Manner",1,1,0,0,0,0
