"Subject","Group","Condition","VideoTrial","VideoName","Match","VocabEntry","Baseform","SemComp","Meaning","SyntCateg","SyntForm"
"23","L2","Manner",12,"tgm_sactoi","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"23","L2","Manner",13,"prt_rourue","rueda","rodar_V","rodar","Manner","ROLL","V","V_fin"
"23","L2","Manner",14,"pgd_valnei","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"23","L2","Manner",15,"tre_cadgro","lleva","llevar_V","llevar","Other","BRING","V","V_fin"
"23","L2","Manner",15,"tre_cadgro","a la cueva","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"23","L2","Manner",16,"tgd_malcol","está llevando","llevar_V","llevar","Other","BRING","V","V_fin"
"23","L2","Manner",16,"tgd_malcol","bajando","bajando_Ger","bajar","Path","DOWN","Adjunct","V_ger"
"23","L2","Manner",17,"trm_voitoi","tira de","tirar-de_V","tirar-de","Manner","PULL","V","V_fin"
"23","L2","Manner",18,"pgt_panrou","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"23","L2","Manner",19,"prd_balcol","está llevando","llevar_V","llevar","Other","BRING","V","V_fin"
"23","L2","Manner",20,"trt_pourou","tira de","tirar-de_V","tirar-de","Manner","PULL","V","V_fin"
"23","L2","Manner",21,"pge_tabmai","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"23","L2","Manner",21,"pge_tabmai","mete","meter_V","meter","Path","INTO","V","V_fin"
"23","L2","Manner",21,"pge_tabmai","a la casa","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"23","L2","Manner",22,"trd_bronei","lleva","llevar_V","llevar","Other","BRING","V","V_fin"
"23","L2","Manner",23,"pre_pnemai","rueda","rodar_V","rodar","Manner","ROLL","V","V_fin"
"23","L2","Manner",24,"tgt_cherue","tira de","tirar-de_V","tirar-de","Manner","PULL","V","V_fin"
"23","L2","Manner",25,"trd_brocol","tira de","tirar-de_V","tirar-de","Manner","PULL","V","V_fin"
"23","L2","Manner",26,"pgm_paqdun","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"23","L2","Manner",27,"tgd_malnei","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"23","L2","Manner",28,"pgm_paqtoi","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"23","L2","Manner",29,"tge_chamai","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"23","L2","Manner",30,"trm_voidun","tira de","tirar-de_V","tirar-de","Manner","PULL","V","V_fin"
"23","L2","Manner",31,"pgd_valcol","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"23","L2","Manner",32,"pre_pnegro","rueda","rodar_V","rodar","Manner","ROLL","V","V_fin"
"23","L2","Manner",32,"pre_pnegro","a la cueva","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"24","L2","Path",1,"trt_pourue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"24","L2","Path",2,"pre_pnemai","lleva","llevar_V","llevar","Other","BRING","V","V_fin"
"24","L2","Path",2,"pre_pnemai","a la casa","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"24","L2","Path",3,"trd_brocol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"24","L2","Path",4,"pge_tabgro","entra en","entrar_V","entrar","Path","INTO","V","V_fin"
"24","L2","Path",5,"tgm_sacdun","sube","subir_V","subir","Path","UP","V","V_fin"
"24","L2","Path",6,"prt_rourue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"24","L2","Path",7,"tgd_malnei","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"24","L2","Path",8,"trm_voitoi","sube","subir_V","subir","Path","UP","V","V_fin"
"24","L2","Path",9,"tgt_cherue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"24","L2","Path",10,"prm_boudun","sube","subir_V","subir","Path","UP","V","V_fin"
"24","L2","Path",11,"pgd_valcol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"24","L2","Path",12,"tge_chagro","entra en","entrar_V","entrar","Path","INTO","V","V_fin"
"24","L2","Path",13,"pgd_valnei","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"24","L2","Path",14,"tre_cadgro","entra en","entrar_V","entrar","Path","INTO","V","V_fin"
"24","L2","Path",15,"tgm_sactoi","sube","subir_V","subir","Path","UP","V","V_fin"
"24","L2","Path",16,"prd_balnei","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"24","L2","Path",17,"pge_tabmai","entra en","entrar_V","entrar","Path","INTO","V","V_fin"
"24","L2","Path",18,"trd_bronei","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"24","L2","Path",19,"pgm_paqtoi","sube","subir_V","subir","Path","UP","V","V_fin"
"24","L2","Path",20,"pre_pnegro","entra en","entrar_V","entrar","Path","INTO","V","V_fin"
"24","L2","Path",21,"pgt_panrue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"24","L2","Path",22,"prd_balcol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"24","L2","Path",23,"trm_voidun","sube","subir_V","subir","Path","UP","V","V_fin"
"24","L2","Path",24,"pgt_panrou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"24","L2","Path",25,"tre_cadmai","entra en","entrar_V","entrar","Path","INTO","V","V_fin"
"24","L2","Path",26,"prm_boutoi","sube","subir_V","subir","Path","UP","V","V_fin"
"24","L2","Path",27,"tgd_malcol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"24","L2","Path",28,"prt_rourou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"24","L2","Path",29,"pgm_paqdun","sube","subir_V","subir","Path","UP","V","V_fin"
"24","L2","Path",30,"trt_pourou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"24","L2","Path",31,"tge_chamai","entra","entrar_V","entrar","Path","INTO","V","V_fin"
"24","L2","Path",32,"pgt_panrue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"25","L2","Control",1,"trt_pourue","ha cruzado","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"25","L2","Control",2,"prd_balnei","ha bajado","bajar_V","bajar","Path","DOWN","V","V_fin"
"25","L2","Control",3,"tre_cadgro","ha entrado en","entrar_V","entrar","Path","INTO","V","V_fin"
"25","L2","Control",4,"pgt_panrue","ha empujado","empujar_V","empujar","Manner","PUSH","V","V_fin"
"25","L2","Control",5,"tgd_malcol","ha llevado","llevar_V","llevar","Other","BRING","V","V_fin"
"25","L2","Control",5,"tgd_malcol","detrás de él","atras/detras_AdvP","detrás","Manner","BEHIND","Adjunct","AdvP"
"25","L2","Control",6,"prm_boudun","ha subido","subir_V","subir","Path","UP","V","V_fin"
"25","L2","Control",7,"trt_pourou","ha arrastrado","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"25","L2","Control",7,"trt_pourou","cruzando","cruzando_Ger","cruzar","Path","ACROSS","Adjunct","V_ger"
"25","L2","Control",8,"prm_boutoi","ha subido","subir_V","subir","Path","UP","V","V_fin"
"25","L2","Control",9,"tge_chamai","ha arrastrado","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"25","L2","Control",9,"tge_chamai","al entrar","entrar_Inf","entrar","Path","INTO","Adjunct","V_inf"
"25","L2","Control",10,"trm_voitoi","ha subido","subir_V","subir","Path","UP","V","V_fin"
"25","L2","Control",10,"trm_voitoi","arrastrando","arrastrando_Ger","arrastrar","Manner","DRAG","Adjunct","V_ger"
"25","L2","Control",11,"tgt_cherue","ha arrastrado","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"25","L2","Control",12,"pgm_paqtoi","ha empujado","empujar_V","empujar","Manner","PUSH","V","V_fin"
"25","L2","Control",13,"tgt_cherou","ha cruzado","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"25","L2","Control",14,"pre_pnegro","ha empujado","empujar_V","empujar","Manner","PUSH","V","V_fin"
"25","L2","Control",14,"pre_pnegro","dentro","(a)dentro_AdvP","adentro","Path","INTO","Adjunct","AdvP"
"25","L2","Control",15,"trd_brocol","ha bajado","bajar_V","bajar","Path","DOWN","V","V_fin"
"25","L2","Control",16,"prt_rourue","ha cruzado","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"25","L2","Control",17,"pgd_valnei","ha empujado","empujar_V","empujar","Manner","PUSH","V","V_fin"
"25","L2","Control",17,"pgd_valnei","bajando","bajando_Ger","bajar","Path","DOWN","Adjunct","V_ger"
"25","L2","Control",18,"tgm_sactoi","ha subido","subir_V","subir","Path","UP","V","V_fin"
"25","L2","Control",19,"prt_rourou","ha cruzado","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"25","L2","Control",20,"pge_tabgro","ha empujado","empujar_V","empujar","Manner","PUSH","V","V_fin"
"25","L2","Control",20,"pge_tabgro","al entrar","entrar_Inf","entrar","Path","INTO","Adjunct","V_inf"
"25","L2","Control",21,"tgm_sacdun","ha subido","subir_V","subir","Path","UP","V","V_fin"
"25","L2","Control",21,"tgm_sacdun","llevando","llevando_Ger","llevar","Other","BRING","Adjunct","V_ger"
"25","L2","Control",22,"pgd_valcol","ha empujado","empujar_V","empujar","Manner","PUSH","V","V_fin"
"25","L2","Control",22,"pgd_valcol","al bajar","bajar_Inf","bajar","Path","DOWN","Adjunct","V_inf"
"25","L2","Control",23,"trm_voidun","ha subido","subir_V","subir","Path","UP","V","V_fin"
"25","L2","Control",24,"tgd_malnei","ha bajado","bajar_V","bajar","Path","DOWN","V","V_fin"
"25","L2","Control",24,"tgd_malnei","llevando","llevando_Ger","llevar","Other","BRING","Adjunct","V_ger"
"25","L2","Control",25,"tre_cadmai","ha entrado en","entrar_V","entrar","Path","INTO","V","V_fin"
"25","L2","Control",26,"prd_balcol","ha bajado","bajar_V","bajar","Path","DOWN","V","V_fin"
"25","L2","Control",27,"pgt_panrou","ha empujado","empujar_V","empujar","Manner","PUSH","V","V_fin"
"25","L2","Control",28,"trd_bronei","ha bajado","bajar_V","bajar","Path","DOWN","V","V_fin"
"25","L2","Control",28,"trd_bronei","con un carrito detrás","atras/detras_AdvP","detrás","Manner","BEHIND","Adjunct","AdvP"
"25","L2","Control",29,"pre_pnemai","ha entrado en","entrar_V","entrar","Path","INTO","V","V_fin"
"25","L2","Control",30,"pgm_paqdun","ha subido","subir_V","subir","Path","UP","V","V_fin"
"25","L2","Control",31,"tge_chagro","ha llevado","llevar_V","llevar","Other","BRING","V","V_fin"
"25","L2","Control",31,"tge_chagro","al entrar","entrar_Inf","entrar","Path","INTO","Adjunct","V_inf"
"25","L2","Control",32,"pgd_valcol","ha empujado","empujar_V","empujar","Manner","PUSH","V","V_fin"
"25","L2","Control",32,"pgd_valcol","para abajo","PREP-abajo_PP","PREP-abajo","Path","DOWN","Adjunct","PP"
"26","L2","Manner",1,"tgd_malnei","va","ir_V","ir","Other","GO","V","V_fin"
"26","L2","Manner",2,"trm_voitoi","va","ir_V","ir","Other","GO","V","V_fin"
"26","L2","Manner",3,"tgd_malcol","va","ir_V","ir","Other","GO","V","V_fin"
"26","L2","Manner",4,"tre_cadmai","va","ir_V","ir","Other","GO","V","V_fin"
"26","L2","Manner",5,"prm_boudun","va","ir_V","ir","Other","GO","V","V_fin"
"26","L2","Manner",5,"prm_boudun","arriba","arriba_AdvP","arriba","Path","UP","Adjunct","AdvP"
"26","L2","Manner",6,"pge_tabgro","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"26","L2","Manner",7,"trd_bronei","va","ir_V","ir","Other","GO","V","V_fin"
"26","L2","Manner",8,"pre_pnemai","va","ir_V","ir","Other","GO","V","V_fin"
"26","L2","Manner",8,"pre_pnemai","para entrar","entrar_Inf","entrar","Path","INTO","Adjunct","V_inf"
"26","L2","Manner",9,"trt_pourue","tira","tirar-de_V","tirar-de","Manner","PULL","V","V_fin"
"26","L2","Manner",10,"tge_chamai","va","ir_V","ir","Other","GO","V","V_fin"
"26","L2","Manner",11,"pgm_paqdun","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"26","L2","Manner",12,"prd_balcol","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"26","L2","Manner",13,"tgm_sacdun","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"26","L2","Manner",13,"tgm_sacdun","arriba","arriba_AdvP","arriba","Path","UP","Adjunct","AdvP"
"26","L2","Manner",14,"pre_pnegro","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"26","L2","Manner",14,"pre_pnegro","entre una cueva","entre[=adentro]_AdvP","entre[=adentro]","?Path","?INTO","Adjunct","AdvP"
"26","L2","Manner",15,"pgm_paqtoi","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"26","L2","Manner",15,"pgm_paqtoi","arriba","arriba_AdvP","arriba","Path","UP","Adjunct","AdvP"
"26","L2","Manner",16,"prt_rourou","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"26","L2","Manner",17,"trd_brocol","tira","tirar-de_V","tirar-de","Manner","PULL","V","V_fin"
"26","L2","Manner",17,"trd_brocol","arriba","arriba_AdvP","arriba","Path","UP","Adjunct","AdvP"
"26","L2","Manner",18,"prm_boutoi","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"26","L2","Manner",18,"prm_boutoi","arriba","arriba_AdvP","arriba","Path","UP","Adjunct","AdvP"
"26","L2","Manner",19,"trt_pourou","tira","tirar-de_V","tirar-de","Manner","PULL","V","V_fin"
"26","L2","Manner",20,"pgd_valcol","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"26","L2","Manner",21,"tgt_cherue","tira","tirar-de_V","tirar-de","Manner","PULL","V","V_fin"
"26","L2","Manner",22,"prd_balnei","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"26","L2","Manner",23,"trm_voidun","tira","tirar-de_V","tirar-de","Manner","PULL","V","V_fin"
"26","L2","Manner",24,"pgt_panrue","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"26","L2","Manner",25,"tge_chagro","tira","tirar-de_V","tirar-de","Manner","PULL","V","V_fin"
"26","L2","Manner",26,"pgd_valnei","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"26","L2","Manner",26,"pgd_valnei","arriba","arriba_AdvP","arriba","Path","UP","Adjunct","AdvP"
"26","L2","Manner",27,"tre_cadgro","tira","tirar-de_V","tirar-de","Manner","PULL","V","V_fin"
"26","L2","Manner",27,"tre_cadgro","entre una cueva","entre[=adentro]_AdvP","entre[=adentro]","?Path","?INTO","Adjunct","AdvP"
"26","L2","Manner",28,"pgt_panrou","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"26","L2","Manner",29,"tgm_sactoi","tira","tirar-de_V","tirar-de","Manner","PULL","V","V_fin"
"26","L2","Manner",30,"prt_rourue","rueda","rodar_V","rodar","Manner","ROLL","V","V_fin"
"26","L2","Manner",31,"pge_tabmai","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"26","L2","Manner",32,"prm_boutoi","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"27","L2","Control",1,"tge_chamai","entra a","entrar_V","entrar","Path","INTO","V","V_fin"
"27","L2","Control",1,"tge_chamai","al granero","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"27","L2","Control",1,"tge_chamai","llevando","llevando_Ger","llevar","Other","BRING","Adjunct","V_ger"
"27","L2","Control",2,"trd_brocol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"27","L2","Control",3,"prt_rourue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"27","L2","Control",3,"prt_rourue","rodando","rodando_Ger","rodar","Manner","ROLL","Adjunct","V_ger"
"27","L2","Control",4,"trd_bronei","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"27","L2","Control",5,"pre_pnegro","lleva","llevar_V","llevar","Other","BRING","V","V_fin"
"27","L2","Control",5,"pre_pnegro","a la cueva","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"27","L2","Control",5,"pre_pnegro","entrándolo a","entrando_Ger","entrar","Path","INTO","Adjunct","V_ger"
"27","L2","Control",5,"pre_pnegro","rodándolo","rodando_Ger","rodar","Manner","ROLL","Adjunct","V_ger"
"27","L2","Control",6,"pgm_paqtoi","sube","subir_V","subir","Path","UP","V","V_fin"
"27","L2","Control",7,"prd_balcol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"27","L2","Control",7,"prd_balcol","llevando","llevando_Ger","llevar","Other","BRING","Adjunct","V_ger"
"27","L2","Control",8,"tge_chagro","entra a","entrar_V","entrar","Path","INTO","V","V_fin"
"27","L2","Control",8,"tge_chagro","va","ir_V","ir","Other","GO","V","V_fin"
"27","L2","Control",8,"tge_chagro","a la cueva","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"27","L2","Control",8,"tge_chagro","llevando","llevando_Ger","llevar","Other","BRING","Adjunct","V_ger"
"27","L2","Control",9,"pgt_panrou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"27","L2","Control",10,"tre_cadgro","entra a","entrar_V","entrar","Path","INTO","V","V_fin"
"27","L2","Control",10,"tre_cadgro","a la cueva","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"27","L2","Control",11,"prm_boudun","sube","subir_V","subir","Path","UP","V","V_fin"
"27","L2","Control",12,"tgt_cherou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"27","L2","Control",13,"prd_balnei","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"27","L2","Control",14,"pge_tabgro","entra en","entrar_V","entrar","Path","INTO","V","V_fin"
"27","L2","Control",14,"pge_tabgro","va","ir_V","ir","Other","GO","V","V_fin"
"27","L2","Control",14,"pge_tabgro","a la cueva","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"27","L2","Control",14,"pge_tabgro","empujando","empujando_Ger","empujar","Manner","PUSH","Adjunct","V_ger"
"27","L2","Control",15,"tgm_sactoi","sube","subir_V","subir","Path","UP","V","V_fin"
"27","L2","Control",15,"tgm_sactoi","arrastrando","arrastrando_Ger","arrastrar","Manner","DRAG","Adjunct","V_ger"
"27","L2","Control",16,"pre_pnemai","entra a","entrar_V","entrar","Path","INTO","V","V_fin"
"27","L2","Control",16,"pre_pnemai","va","ir_V","ir","Other","GO","V","V_fin"
"27","L2","Control",16,"pre_pnemai","al granero","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"27","L2","Control",16,"pre_pnemai","rodando","rodando_Ger","rodar","Manner","ROLL","Adjunct","V_ger"
"27","L2","Control",17,"tgd_malcol","va","ir_V","ir","Other","GO","V","V_fin"
"27","L2","Control",17,"tgd_malcol","bajando","bajando_Ger","bajar","Path","DOWN","Adjunct","V_ger"
"27","L2","Control",17,"tgd_malcol","tirando","tirando-de_Ger","tirar-de","Manner","PULL","Adjunct","V_ger"
"27","L2","Control",18,"pgt_panrue","va","ir_V","ir","Other","GO","V","V_fin"
"27","L2","Control",18,"pgt_panrue","cruzando","cruzando_Ger","cruzar","Path","ACROSS","Adjunct","V_ger"
"27","L2","Control",19,"tgm_sacdun","sube","subir_V","subir","Path","UP","V","V_fin"
"27","L2","Control",19,"tgm_sacdun","arrastrando","arrastrando_Ger","arrastrar","Manner","DRAG","Adjunct","V_ger"
"27","L2","Control",20,"trt_pourou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"27","L2","Control",21,"pgm_paqdun","sube","subir_V","subir","Path","UP","V","V_fin"
"27","L2","Control",21,"pgm_paqdun","empujando","empujando_Ger","empujar","Manner","PUSH","Adjunct","V_ger"
"27","L2","Control",22,"tgt_cherue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"27","L2","Control",23,"prm_boutoi","sube","subir_V","subir","Path","UP","V","V_fin"
"27","L2","Control",24,"tgd_malnei","va","ir_V","ir","Other","GO","V","V_fin"
"27","L2","Control",24,"tgd_malnei","arrastrando","arrastrando_Ger","arrastrar","Manner","DRAG","Adjunct","V_ger"
"27","L2","Control",24,"tgd_malnei","bajando","bajando_Ger","bajar","Path","DOWN","Adjunct","V_ger"
"27","L2","Control",25,"trm_voitoi","sube","subir_V","subir","Path","UP","V","V_fin"
"27","L2","Control",26,"pge_tabmai","entra a","entrar_V","entrar","Path","INTO","V","V_fin"
"27","L2","Control",26,"pge_tabmai","va","ir_V","ir","Other","GO","V","V_fin"
"27","L2","Control",26,"pge_tabmai","al granero","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"27","L2","Control",26,"pge_tabmai","empujando","empujando_Ger","empujar","Manner","PUSH","Adjunct","V_ger"
"27","L2","Control",27,"prt_rourou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"27","L2","Control",27,"prt_rourou","rodando","rodando_Ger","rodar","Manner","ROLL","Adjunct","V_ger"
"27","L2","Control",28,"pgd_valnei","va","ir_V","ir","Other","GO","V","V_fin"
"27","L2","Control",28,"pgd_valnei","bajando","bajando_Ger","bajar","Path","DOWN","Adjunct","V_ger"
"27","L2","Control",28,"pgd_valnei","empujando","empujando_Ger","empujar","Manner","PUSH","Adjunct","V_ger"
"27","L2","Control",29,"tre_cadmai","entra a","entrar_V","entrar","Path","INTO","V","V_fin"
"27","L2","Control",29,"tre_cadmai","al granero","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"27","L2","Control",29,"tre_cadmai","llevando","llevando_Ger","llevar","Other","BRING","Adjunct","V_ger"
"27","L2","Control",30,"pgd_valcol","va","ir_V","ir","Other","GO","V","V_fin"
"27","L2","Control",30,"pgd_valcol","bajando","bajando_Ger","bajar","Path","DOWN","Adjunct","V_ger"
"27","L2","Control",30,"pgd_valcol","empujando","empujando_Ger","empujar","Manner","PUSH","Adjunct","V_ger"
"27","L2","Control",31,"trm_voidun","sube","subir_V","subir","Path","UP","V","V_fin"
"27","L2","Control",31,"trm_voidun","tirando","tirando-de_Ger","tirar-de","Manner","PULL","Adjunct","V_ger"
"27","L2","Control",32,"prd_balnei","va","ir_V","ir","Other","GO","V","V_fin"
"27","L2","Control",32,"prd_balnei","bajando","bajando_Ger","bajar","Path","DOWN","Adjunct","V_ger"
"27","L2","Control",32,"prd_balnei","rodando","rodando_Ger","rodar","Manner","ROLL","Adjunct","V_ger"
"28","L2","Manner",1,"tgm_sactoi","subió","subir_V","subir","Path","UP","V","V_fin"
"28","L2","Manner",2,"trd_brocol","bajó","bajar_V","bajar","Path","DOWN","V","V_fin"
"28","L2","Manner",3,"tge_chagro","entró a","entrar_V","entrar","Path","INTO","V","V_fin"
"28","L2","Manner",3,"tge_chagro","a una cueva","a/hacia/hasta-BOUNDARY_PP","a/hacia/hasta-BOUNDARY","?Path","?INTO","Adjunct","PP"
"28","L2","Manner",4,"prm_boudun","subió","subir_V","subir","Path","UP","V","V_fin"
"28","L2","Manner",5,"tge_chamai","entró","entrar_V","entrar","Path","INTO","V","V_fin"
"28","L2","Manner",6,"prm_boutoi","subió","subir_V","subir","Path","UP","V","V_fin"
"28","L2","Manner",7,"tgt_cherue","cruzó","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"28","L2","Manner",8,"pge_tabgro","entró a","entrar_V","entrar","Path","INTO","V","V_fin"
"28","L2","Manner",9,"trd_bronei","bajó","bajar_V","bajar","Path","DOWN","V","V_fin"
"28","L2","Manner",10,"pre_pnegro","entró a","entrar_V","entrar","Path","INTO","V","V_fin"
"28","L2","Manner",11,"tgd_malcol","bajó","bajar_V","bajar","Path","DOWN","V","V_fin"
"28","L2","Manner",12,"pgm_paqdun","subió","subir_V","subir","Path","UP","V","V_fin"
"28","L2","Manner",13,"prd_balcol","bajó","bajar_V","bajar","Path","DOWN","V","V_fin"
"28","L2","Manner",14,"tgm_sacdun","subió","subir_V","subir","Path","UP","V","V_fin"
"28","L2","Manner",15,"pgt_panrue","empujó","empujar_V","empujar","Manner","PUSH","V","V_fin"
"28","L2","Manner",16,"trm_voitoi","subió","subir_V","subir","Path","UP","V","V_fin"
"28","L2","Manner",17,"pgd_valcol","bajó","bajar_V","bajar","Path","DOWN","V","V_fin"
"28","L2","Manner",18,"trt_pourue","cruzó","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"28","L2","Manner",19,"pge_tabmai","empujó","empujar_V","empujar","Manner","PUSH","V","V_fin"
"28","L2","Manner",20,"tgd_malnei","arrastra","arrastrar_V","arrastrar","Manner","DRAG","V","V_fin"
"28","L2","Manner",21,"prt_rourou","empuja","empujar_V","empujar","Manner","PUSH","V","V_fin"
"28","L2","Manner",23,"pgd_valnei","empujó","empujar_V","empujar","Manner","PUSH","V","V_fin"
"28","L2","Manner",24,"tre_cadmai","entró","entrar_V","entrar","Path","INTO","V","V_fin"
"28","L2","Manner",25,"pgm_paqtoi","subió","subir_V","subir","Path","UP","V","V_fin"
"28","L2","Manner",26,"pre_pnemai","entró","entrar_V","entrar","Path","INTO","V","V_fin"
"28","L2","Manner",27,"pgt_panrou","cruzó","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"28","L2","Manner",28,"trm_voidun","subió","subir_V","subir","Path","UP","V","V_fin"
"28","L2","Manner",29,"tgt_cherou","cruzó","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"28","L2","Manner",30,"prd_balnei","bajó","bajar_V","bajar","Path","DOWN","V","V_fin"
"28","L2","Manner",31,"trt_pourou","cruzó","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"28","L2","Manner",32,"prm_boutoi","subió","subir_V","subir","Path","UP","V","V_fin"
"29","L2","Path",1,"trt_pourue","ha cruzado","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"29","L2","Path",2,"pgm_paqdun","sube","subir_V","subir","Path","UP","V","V_fin"
"29","L2","Path",3,"tre_cadgro","entra en","entrar_V","entrar","Path","INTO","V","V_fin"
"29","L2","Path",4,"prm_boutoi","sube","subir_V","subir","Path","UP","V","V_fin"
"29","L2","Path",5,"tre_cadmai","entra","entrar_V","entrar","Path","INTO","V","V_fin"
"29","L2","Path",6,"tgm_sacdun","sube","subir_V","subir","Path","UP","V","V_fin"
"29","L2","Path",7,"pgt_panrue","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"29","L2","Path",8,"pre_pnegro","entra en","entrar_V","entrar","Path","INTO","V","V_fin"
"29","L2","Path",9,"tgt_cherou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
"29","L2","Path",10,"pgd_valcol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"29","L2","Path",11,"prm_boudun","sube","subir_V","subir","Path","UP","V","V_fin"
"29","L2","Path",12,"trd_brocol","baja","bajar_V","bajar","Path","DOWN","V","V_fin"
"29","L2","Path",13,"tge_chamai","entra","entrar_V","entrar","Path","INTO","V","V_fin"
"29","L2","Path",14,"trm_voitoi","sube","subir_V","subir","Path","UP","V","V_fin"
"29","L2","Path",15,"pgt_panrou","cruza","cruzar_V","cruzar","Path","ACROSS","V","V_fin"
